,Ticker,Name,Last Sale,Net Change,% Change,Market Cap
781,PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",$272.31,-11.14,-3.93%,"13,759,210,513"
782,NBIX,"Neurocrine Biosciences, Inc. Common Stock",$137.86,-1.12,-0.806%,"13,745,427,526"
783,ZG,"Zillow Group, Inc. Class A Common Stock",$56.66,-2.04,-3.475%,"13,714,588,696"
784,BLDR,"Builders FirstSource, Inc. Common Stock",$123.80,5.24,4.42%,"13,689,875,928"
785,Z,"Zillow Group, Inc. Class C Capital Stock",$56.54,-2.40,-4.072%,"13,685,542,620"
786,JHX,James Hardie Industries plc. Ordinary Shares,$23.44,-0.11,-0.467%,"13,671,145,600"
787,ROKU,"Roku, Inc. Class A Common Stock",$92.13,-1.75,-1.864%,"13,612,370,662"
788,REG,Regency Centers Corporation Common Stock,$74.25,1.76,2.428%,"13,580,397,617"
789,DPZ,Domino's Pizza Inc Common Stock,$401.73,0.62,0.155%,"13,572,937,357"
790,DKNG,DraftKings Inc. Class A Common Stock,$27.24,0.48,1.794%,"13,559,323,118"
791,HAS,"Hasbro, Inc. Common Stock",$96.59,1.93,2.039%,"13,555,153,052"
792,TSEM,Tower Semiconductor Ltd. Ordinary Shares,$121.28,-15.12,-11.085%,"13,553,843,237"
793,TRU,TransUnion Common Stock,$69.50,1.92,2.841%,"13,496,900,000"
794,RGA,"Reinsurance Group of America, Incorporated Common Stock",$205.08,2.55,1.259%,"13,476,592,872"
795,HMY,Harmony Gold Mining Company Limited,$21.22,-0.09,-0.422%,"13,469,771,103"
796,PINS,"Pinterest, Inc. Class A Common Stock",$19.87,-0.90,-4.333%,"13,423,333,387"
797,CNA,CNA Financial Corporation Common Stock,$49.51,0.77,1.58%,"13,400,702,574"
798,LOGI,Logitech International S.A. Ordinary Shares,$91.30,3.77,4.307%,"13,383,570,770"
799,GH,"Guardant Health, Inc. Common Stock",$106.15,-6.90,-6.103%,"13,379,261,597"
800,CACI,"CACI International, Inc. Class A Common Stock",$605.08,-13.76,-2.224%,"13,363,660,132"
801,ALLY,Ally Financial Inc. Common Stock,$43.34,1.28,3.043%,"13,351,025,471"
802,OMC,Omnicom Group Inc. Common Stock,$69.14,1.15,1.691%,"13,342,884,168"
803,ASND,Ascendis Pharma A/S American Depositary Shares,$219.73,-4.94,-2.199%,"13,335,300,979"
804,CDE,"Coeur Mining, Inc. Common Stock",$20.75,-0.51,-2.399%,"13,323,711,701"
805,PEN,"Penumbra, Inc. Common Stock",$339.92,-16.08,-4.517%,"13,312,007,206"
806,CCK,"Crown Holdings, Inc.",$115.24,3.69,3.308%,"13,292,691,305"
807,HST,"Host Hotels & Resorts, Inc. Common Stock",$19.31,0.44,2.332%,"13,279,283,878"
808,SNX,TD SYNNEX Corporation Common Stock,$164.39,3.21,1.992%,"13,271,065,297"
809,SOLV,Solventum Corporation Common Stock,$76.49,0.74,0.977%,"13,267,003,635"
810,ERIE,Erie Indemnity Company Class A Common Stock,$286.38,5.63,2.005%,"13,228,353,272"
811,AKAM,"Akamai Technologies, Inc. Common Stock",$91.92,0.13,0.142%,"13,224,092,585"
812,TTD,"The Trade Desk, Inc. Class A Common Stock",$27.27,0.09,0.331%,"13,187,632,023"
813,ICLR,ICON plc Ordinary Shares,$163.11,-4.80,-2.859%,"13,172,251,435"
814,SF,Stifel Financial Corporation Common Stock,$128.87,4.59,3.693%,"13,122,617,145"
815,SWK,"Stanley Black & Decker, Inc. Common Stock",$84.63,3.67,4.533%,"13,107,914,503"
816,FITBO,"Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",$19.69,-0.05,-0.253%,"13,015,321,732"
817,LAMR,Lamar Advertising Company Class A Common Stock,$128.31,2.25,1.785%,"12,995,709,237"
818,CRCL,"Circle Internet Group, Inc. Class A Common Stock",$55.05,-1.11,-1.976%,"12,962,931,285"
819,KRMN,Karman Holdings Inc. Common Stock,$97.94,-13.78,-12.334%,"12,959,659,284"
820,GDDY,GoDaddy Inc. Class A Common Stock,$95.71,1.69,1.797%,"12,934,401,962"
821,JBS,JBS N.V. Class A Common Shares,$15.86,-0.11,-0.689%,"12,913,465,776"
822,UHS,"Universal Health Services, Inc. Common Stock",$206.46,-0.52,-0.251%,"12,900,134,060"
823,BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",$98.58,2.78,2.902%,"12,898,967,745"
824,UNM,Unum Group Common Stock,$76.97,0.41,0.536%,"12,879,487,775"
825,GLPI,"Gaming and Leisure Properties, Inc. Common Stock",$45.45,1.18,2.665%,"12,862,729,144"
826,DTM,"DT Midstream, Inc. Common Stock",$126.37,-1.07,-0.84%,"12,848,533,902"
827,AVAV,"AeroVironment, Inc. Common Stock",$257.30,-28.11,-9.849%,"12,845,928,409"
828,EQH,"Equitable Holdings, Inc. Common Stock",$44.80,0.12,0.269%,"12,836,635,347"
829,EMBJ,Embraer S.A. Common Stock,$69.92,-3.35,-4.572%,"12,822,736,127"
830,COKE,"Coca-Cola Consolidated, Inc. Common Stock",$150.00,-5.92,-3.797%,"12,817,415,400"
831,HUBS,"HubSpot, Inc. Common Stock",$243.93,-1.23,-0.502%,"12,778,407,455"
832,MLI,"Mueller Industries, Inc. Common Stock",$114.65,-9.00,-7.279%,"12,727,712,794"
833,CELH,"Celsius Holdings, Inc. Common Stock",$49.30,-1.06,-2.105%,"12,708,815,142"
834,ELS,"Equity Lifestyle Properties, Inc. Common Stock",$65.56,1.49,2.326%,"12,707,395,149"
835,OHI,"Omega Healthcare Investors, Inc. Common Stock",$42.96,0.03,0.07%,"12,695,925,840"
836,FHN,First Horizon Corporation Common Stock,$25.77,0.05,0.194%,"12,688,996,112"
837,CET,Central Securities Corporation Common Stock,$52.24,-0.018,-0.034%,"12,643,396,448"
838,JKHY,"Jack Henry & Associates, Inc. Common Stock",$173.78,7.62,4.586%,"12,577,697,999"
839,RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",$47.62,0.67,1.427%,"12,562,663,629"
840,IONQ,"IonQ, Inc. Common Stock",$35.34,-3.13,-8.136%,"12,520,240,746"
841,WMS,"Advanced Drainage Systems, Inc. Common Stock",$160.26,3.88,2.481%,"12,462,536,687"
842,BILI,Bilibili Inc. American Depositary Shares,$29.75,-2.09,-6.564%,"12,435,098,405"
843,UDR,"UDR, Inc. Common Stock",$37.61,0.98,2.675%,"12,429,571,690"
844,ZBRA,Zebra Technologies Corporation Class A Common Stock,$245.25,12.09,5.185%,"12,424,424,351"
845,ACM,AECOM Common Stock,$95.90,0.39,0.408%,"12,397,854,182"
846,DCI,"Donaldson Company, Inc. Common Stock",$107.29,3.88,3.752%,"12,374,473,148"
847,AGNC,AGNC Investment Corp. Common Stock,$11.51,0.02,0.174%,"12,347,054,046"
848,WLK,Westlake Corporation Common Stock,$96.00,5.10,5.611%,"12,314,229,120"
849,TXRH,"Texas Roadhouse, Inc. Common Stock",$185.48,1.19,0.646%,"12,268,774,733"
850,NVMI,Nova Ltd. Ordinary Shares,$415.64,-30.02,-6.736%,"12,169,519,819"
851,JEF,Jefferies Financial Group Inc. Common Stock,$58.87,0.95,1.64%,"12,167,915,359"
852,SBSW,D/B/A Sibanye-Stillwater Limited ADS,$17.17,-0.34,-1.942%,"12,150,209,981"
853,ELAN,Elanco Animal Health Incorporated Common Stock,$24.40,0.05,0.205%,"12,123,468,741"
854,AIZ,"Assurant, Inc. Common Stock",$241.31,0.08,0.033%,"12,085,072,654"
855,EQX,Equinox Gold Corp. Common Shares,$15.24,0.13,0.86%,"11,959,991,985"
856,IVZ,Invesco Ltd Common Stock,$26.84,0.31,1.168%,"11,946,293,436"
857,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),$9.45,0.04,0.425%,"11,945,911,462"
858,WYNN,"Wynn Resorts, Limited Common stock",$114.21,4.94,4.521%,"11,874,925,247"
859,PSKY,Paramount Skydance Corporation Class B Common Stock,$10.75,-0.06,-0.555%,"11,859,045,003"
860,W,Wayfair Inc. Class A Common Stock,$90.90,-13.49,-12.923%,"11,847,731,563"
861,RRX,Regal Rexnord Corporation Common Stock,$178.30,7.14,4.172%,"11,837,278,696"
862,SUN,Sunoco LP Common Units representing limited partner interests,$57.77,0.10,0.173%,"11,816,334,841"
863,RVTY,"Revvity, Inc. Common Stock",$103.83,2.70,2.67%,"11,771,790,728"
864,HLI,"Houlihan Lokey, Inc. Class A Common Stock",$167.62,3.17,1.928%,"11,744,917,170"
865,SCI,Service Corporation International Common Stock,$83.70,2.75,3.397%,"11,733,179,414"
866,RDY,Dr. Reddy's Laboratories Ltd Common Stock,$14.00,0.19,1.376%,"11,682,375,110"
867,OVV,Ovintiv Inc. (DE),$46.11,2.00,4.534%,"11,677,752,202"
868,DOC,"Healthpeak Properties, Inc. Common Stock",$16.78,0.33,2.006%,"11,661,258,030"
869,WBS,Webster Financial Corporation Common Stock,$72.26,0.31,0.431%,"11,654,837,150"
870,GMED,"Globus Medical, Inc. Class A Common Stock",$87.06,-0.39,-0.446%,"11,652,037,792"
871,BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,$25.10,-0.01,-0.04%,"11,579,733,697"
872,SJM,The J.M. Smucker Company Common Stock,$108.53,2.67,2.522%,"11,579,535,309"
873,UHAL,U-Haul Holding Company Common Stock,$59.04,1.51,2.625%,"11,576,438,035"
874,ALGN,"Align Technology, Inc. Common Stock",$161.30,4.25,2.706%,"11,573,274,194"
875,CPT,Camden Property Trust Common Stock,$108.71,1.79,1.674%,"11,566,236,324"
876,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,$31.12,0.58,1.899%,"11,548,815,484"
877,GL,Globe Life Inc. Common Stock,$144.82,1.17,0.814%,"11,528,511,956"
878,STN,Stantec Inc Common Stock,$100.75,1.33,1.338%,"11,492,249,746"
879,CHWY,"Chewy, Inc. Class A Common Stock",$27.56,0.47,1.735%,"11,437,360,121"
880,EXEL,"Exelixis, Inc. Common Stock",$42.65,0.06,0.141%,"11,434,983,496"
881,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares),$23.57,-0.31,-1.298%,"11,411,671,942"
882,IT,"Gartner, Inc. Common Stock",$157.83,-2.33,-1.455%,"11,375,935,795"
883,SKM,"SK Telecom Co., Ltd. Common Stock",$29.65,0.98,3.418%,"11,373,147,000"
884,PNW,Pinnacle West Capital Corporation Common Stock,$94.00,0.37,0.395%,"11,250,897,506"
885,GWRE,"Guidewire Software, Inc. Common Stock",$132.18,2.53,1.951%,"11,237,834,684"
886,AES,The AES Corporation Common Stock,$15.75,-0.34,-2.113%,"11,215,904,868"
887,MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,$18.30,0.51,2.867%,"11,204,353,224"
888,GME,GameStop Corporation Common Stock,$24.98,0.46,1.876%,"11,191,276,810"
889,LSCC,Lattice Semiconductor Corporation Common Stock,$81.79,0.35,0.43%,"11,187,759,165"
890,FIG,"Figma, Inc. Class A Common Stock",$22.51,1.12,5.236%,"11,155,769,572"
891,BMRN,BioMarin Pharmaceutical Inc. Common Stock,$57.62,0.01,0.017%,"11,069,628,501"
892,STRL,"Sterling Infrastructure, Inc. Common Stock",$360.16,-26.62,-6.882%,"11,063,889,380"
893,CNM,"Core & Main, Inc. Class A Common Stock",$56.52,1.27,2.299%,"11,050,355,705"
894,IAG,Iamgold Corporation Ordinary Shares,$19.20,-0.36,-1.84%,"11,045,760,000"
895,AG,First Majestic Silver Corp. Ordinary Shares (Canada),$22.43,0.39,1.77%,"11,018,262,836"
896,NYT,New York Times Company (The) Common Stock,$67.63,-4.58,-6.343%,"10,979,663,479"
897,RNA,"Avidity Biosciences, Inc. Common Stock",$72.72,-0.21,-0.288%,"10,957,139,958"
898,CR,Crane Company Common Stock,$189.82,-0.58,-0.305%,"10,933,041,090"
899,OC,Owens Corning Inc Common Stock New,$132.83,7.87,6.298%,"10,917,528,691"
900,AOS,A.O. Smith Corporation Common Stock,$78.37,2.03,2.659%,"10,912,067,797"
901,PAG,"Penske Automotive Group, Inc. Common Stock",$165.41,6.62,4.169%,"10,893,663,086"
902,MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",$478.61,-3.84,-0.796%,"10,869,912,726"
903,TIGO,Millicom International Cellular S.A. Common Stock,$63.11,0.31,0.494%,"10,860,997,809"
904,RMBS,Rambus Inc. Common Stock,$100.845,2.395,2.433%,"10,855,977,662"
905,AMKR,"Amkor Technology, Inc. Common Stock",$43.87,-2.37,-5.125%,"10,844,376,081"
906,SAIA,"Saia, Inc. Common Stock",$405.95,31.67,8.462%,"10,815,580,114"
907,AIT,"Applied Industrial Technologies, Inc. Common Stock",$289.94,16.72,6.12%,"10,815,469,454"
908,BAX,Baxter International Inc. Common Stock,$21.03,1.12,5.625%,"10,810,593,579"
909,BWA,BorgWarner Inc. Common Stock,$50.49,1.92,3.953%,"10,801,230,324"
910,GAP,"Gap, Inc. (The) Common Stock",$29.01,0.67,2.364%,"10,789,449,677"
911,SMMT,Summit Therapeutics Inc. Common Stock,$14.42,-0.17,-1.165%,"10,734,861,398"
912,MP,MP Materials Corp. Common Stock,$60.55,-4.06,-6.284%,"10,731,305,746"
913,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",$357.50,-7.73,-2.116%,"10,725,000,000"
914,TECH,Bio-Techne Corp Common Stock,$68.67,4.04,6.251%,"10,699,658,178"
915,SSB,SouthState Bank Corporation Common Stock,$106.24,2.33,2.242%,"10,678,751,953"
916,U,Unity Software Inc. Common Stock,$24.94,-0.93,-3.595%,"10,672,146,304"
917,OKLO,Oklo Inc. Class A common stock,$68.23,-9.77,-12.526%,"10,660,737,927"
918,QGEN,Qiagen N.V. Common Shares,$51.71,-0.18,-0.347%,"10,651,857,593"
919,FIVE,"Five Below, Inc. Common Stock",$192.93,-3.80,-1.932%,"10,641,456,409"
920,TTEK,"Tetra Tech, Inc. Common Stock",$40.72,1.70,4.357%,"10,620,083,884"
921,CFLT,"Confluent, Inc. Class A Common Stock",$30.33,-0.12,-0.394%,"10,610,118,942"
922,SPXC,"SPX Technologies, Inc. Common Stock",$212.76,-2.67,-1.239%,"10,603,016,511"
923,NTNX,"Nutanix, Inc. Class A Common Stock",$39.15,2.29,6.213%,"10,586,157,025"
924,WTRG,"Essential Utilities, Inc. Common Stock",$37.40,-0.49,-1.293%,"10,583,284,485"
925,WTFC,Wintrust Financial Corporation Common Stock,$157.82,1.78,1.141%,"10,569,388,156"
926,OSK,Oshkosh Corporation (Holding Company)Common Stock,$166.91,7.56,4.744%,"10,557,778,384"
927,AR,Antero Resources Corporation Common Stock,$34.22,0.25,0.736%,"10,557,215,793"
928,AFG,"American Financial Group, Inc. Common Stock",$126.18,-4.07,-3.125%,"10,523,862,715"
929,SEIC,SEI Investments Company Common Stock,$85.94,1.81,2.151%,"10,522,442,895"
930,DY,"Dycom Industries, Inc. Common Stock",$363.20,-28.50,-7.276%,"10,516,837,723"
931,MOD,Modine Manufacturing Company Common Stock,$199.53,0.05,0.025%,"10,504,968,773"
932,DINO,HF Sinclair Corporation Common Stock,$56.83,2.20,4.027%,"10,453,778,081"
933,DT,"Dynatrace, Inc. Common Stock",$34.61,0.04,0.116%,"10,434,509,059"
934,KT,KT Corporation Common Stock,$21.17,0.27,1.292%,"10,408,566,934"
935,GNRC,Generac Holdlings Inc. Common Stock,$177.18,3.90,2.251%,"10,397,642,814"
936,RBRK,"Rubrik, Inc. Class A Common Stock",$51.87,-0.28,-0.537%,"10,381,341,939"
937,SOLS,Solstice Advanced Materials Inc. Common Stock,$65.22,-1.04,-1.57%,"10,352,204,680"
938,PPC,Pilgrim's Pride Corporation Common Stock,$43.52,-0.16,-0.366%,"10,338,064,893"
939,GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",$68.98,1.86,2.771%,"10,281,537,980"
940,BAH,Booz Allen Hamilton Holding Corporation Common Stock,$85.04,2.04,2.458%,"10,255,346,841"
941,YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),$9.80,-0.18,-1.804%,"10,249,763,091"
942,WTS,"Watts Water Technologies, Inc. Class A Common Stock",$306.91,2.75,0.904%,"10,236,344,984"
943,EPAM,"EPAM Systems, Inc. Common Stock",$184.78,1.45,0.791%,"10,207,730,954"
944,XP,XP Inc. Class A Common Stock,$18.99,-0.85,-4.284%,"10,205,670,765"
945,DDS,"Dillard's, Inc. Common Stock",$653.04,11.54,1.799%,"10,195,891,317"
946,ARMK,Aramark Common Stock,$38.77,0.71,1.865%,"10,193,955,096"
947,DRS,"Leonardo DRS, Inc. Common Stock",$38.31,-3.20,-7.709%,"10,191,483,835"
948,SNAP,Snap Inc. Class A Common Stock,$5.91,-0.19,-3.115%,"10,161,409,391"
949,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,$22.29,-0.22,-0.977%,"10,147,689,430"
950,WAL,Western Alliance Bancorporation Common Stock (DE),$92.16,0.81,0.887%,"10,142,545,951"
951,FLS,Flowserve Corporation Common Stock,$79.76,UNCH,--,"10,138,732,998"
952,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),$25.55,-0.71,-2.704%,"10,121,597,726"
953,MGM,MGM Resorts International Common Stock,$36.93,2.76,8.077%,"10,100,592,829"
954,BXP,"BXP, Inc. Common Stock",$63.73,0.97,1.546%,"10,099,209,295"
955,ORI,Old Republic International Corporation Common Stock,$40.81,0.60,1.492%,"10,098,434,500"
956,JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$165.72,-1.12,-0.671%,"10,069,995,024"
957,TFII,TFI International Inc. Common Shares,$122.31,4.19,3.547%,"10,064,621,674"
958,ENSG,"The Ensign Group, Inc. Common Stock",$173.18,-0.42,-0.242%,"10,031,413,920"
959,DVA,DaVita Inc. Common Stock,$142.06,7.33,5.441%,"10,029,436,000"
960,ONB,Old National Bancorp Common Stock,$25.66,0.26,1.024%,"10,027,235,180"
961,SARO,"StandardAero, Inc. Common Stock",$29.90,-0.63,-2.064%,"10,000,602,110"
962,JOBY,"Joby Aviation, Inc. Common Stock",$10.38,-0.35,-3.262%,"9,987,798,738"
963,NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",$4.44,-0.11,-2.418%,"9,972,198,255"
964,UMBF,UMB Financial Corporation Common Stock,$130.97,3.01,2.352%,"9,947,781,820"
965,TTMI,"TTM Technologies, Inc. Common Stock",$96.22,-11.35,-10.551%,"9,942,482,360"
966,BSY,"Bentley Systems, Incorporated Class B Common Stock",$32.75,0.96,3.02%,"9,941,493,977"
967,VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",$16.76,-0.41,-2.388%,"9,933,402,360"
968,CIB,Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares,$77.94,-4.74,-5.733%,"9,931,593,819"
969,CRL,"Charles River Laboratories International, Inc. Common Stock",$201.62,0.21,0.104%,"9,922,823,263"
970,ONBPP,"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",$25.37,0.0095,0.037%,"9,913,911,010"
971,ONBPO,"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",$25.35,0.03,0.118%,"9,906,095,550"
972,CAE,CAE Inc. Ordinary Shares,$30.63,-0.36,-1.162%,"9,849,019,130"
973,AYI,Acuity Inc. Common Stock,$318.72,3.36,1.065%,"9,772,790,565"
974,KNX,Knight-Swift Transportation Holdings Inc.,$60.16,0.41,0.686%,"9,766,314,240"
975,APA,APA Corporation Common Stock,$27.38,0.92,3.477%,"9,710,844,092"
976,POOL,Pool Corporation Common Stock,$260.42,7.47,2.953%,"9,700,510,623"
977,ARWR,"Arrowhead Pharmaceuticals, Inc. Common Stock",$68.06,-4.08,-5.656%,"9,682,385,274"
978,TAP,Molson Coors Beverage Company Class B Common Stock,$51.31,1.99,4.035%,"9,639,143,241"
979,REXR,"Rexford Industrial Realty, Inc. Common Stock",$41.39,0.83,2.046%,"9,636,022,704"
980,EHC,Encompass Health Corporation Common Stock,$95.66,1.30,1.378%,"9,624,924,360"
981,ALV,"Autoliv, Inc. Common Stock",$126.61,4.28,3.499%,"9,617,972,710"
982,AEIS,"Advanced Energy Industries, Inc. Common Stock",$254.54,-8.49,-3.228%,"9,607,736,770"
983,SFD,"Smithfield Foods, Inc. Common Stock",$24.43,0.33,1.369%,"9,603,743,530"
984,CART,Maplebear Inc. Common Stock,$36.54,0.46,1.275%,"9,592,954,505"
985,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",$55.31,1.49,2.768%,"9,585,242,967"
986,TEM,"Tempus AI, Inc. Class A Common Stock",$53.55,-2.42,-4.324%,"9,526,933,719"
987,AAL,American Airlines Group Inc. Common Stock,$14.43,0.42,2.998%,"9,525,048,123"
988,KNSL,"Kinsale Capital Group, Inc. Common Stock",$408.88,17.11,4.367%,"9,511,949,623"
989,ALSN,"Allison Transmission Holdings, Inc. Common Stock",$114.20,2.46,2.202%,"9,504,719,367"
990,EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",$21.2249,0.0149,0.07%,"9,478,974,628"
991,CAG,"ConAgra Brands, Inc. Common Stock",$19.80,0.69,3.611%,"9,471,715,605"
992,ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",$21.14,-0.08,-0.377%,"9,441,058,551"
993,BPOP,"Popular, Inc. Common Stock",$141.42,-0.05,-0.035%,"9,429,157,994"
994,ZION,Zions Bancorporation N.A. Common Stock,$63.81,1.45,2.325%,"9,420,974,380"
995,TTC,Toro Company (The) Common Stock,$95.78,1.14,1.205%,"9,377,311,112"
996,DOCU,"DocuSign, Inc. Common Stock",$46.75,0.68,1.476%,"9,362,750,595"
997,AXSM,"Axsome Therapeutics, Inc. Common Stock",$185.54,-1.81,-0.966%,"9,353,561,226"
998,GTLS,"Chart Industries, Inc. Common Stock",$207.35,-0.05,-0.024%,"9,320,994,805"
999,COLB,"Columbia Banking System, Inc. Common Stock",$31.14,0.70,2.30%,"9,314,627,193"
1000,BVN,Buenaventura Mining Company Inc.,$36.55,-0.04,-0.109%,"9,283,219,989"
1001,EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",$20.7272,-0.0328,-0.158%,"9,256,703,349"
1002,ONTO,Onto Innovation Inc. Common Stock,$188.60,-11.34,-5.672%,"9,243,505,153"
1003,BMNR,"BitMine Immersion Technologies, Inc. Common Stock",$20.30,-2.05,-9.172%,"9,233,707,755"
1004,FIGR,"Figure Technology Solutions, Inc. Class A Common Stock",$42.95,-1.59,-3.57%,"9,191,023,359"
1005,CMC,Commercial Metals Company Common Stock,$82.70,0.83,1.014%,"9,172,043,469"
1006,HALO,"Halozyme Therapeutics, Inc. Common Stock",$77.93,1.45,1.896%,"9,164,334,210"
1007,MOH,Molina Healthcare Inc Common Stock,$178.04,-3.36,-1.852%,"9,151,256,000"
1008,MOS,Mosaic Company (The) Common Stock,$28.82,0.51,1.801%,"9,147,695,015"
1009,TPGXL,"TPG Operating Group II, L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064",$25.05,-0.02,-0.08%,"9,138,885,664"
1010,ACI,"Albertsons Companies, Inc. Class A Common Stock",$17.76,0.31,1.777%,"9,127,097,029"
1011,CFR,"Cullen/Frost Bankers, Inc. Common Stock",$142.36,1.80,1.281%,"9,102,655,138"
1012,SITM,SiTime Corporation Common Stock,$347.96,-3.51,-0.999%,"9,081,975,215"
1013,AGCO,AGCO Corporation Common Stock,$121.68,5.14,4.411%,"9,080,195,511"
1014,VMI,"Valmont Industries, Inc. Common Stock",$456.55,-0.59,-0.129%,"8,993,870,185"
1015,OGE,OGE Energy Corp Common Stock,$43.65,0.34,0.785%,"8,971,551,199"
1016,BROS,Dutch Bros Inc. Class A Common Stock,$54.48,0.99,1.851%,"8,963,165,969"
